STATE,NAME,COUNTY,TRACT,H_1ORMORE_VEHPP,H_FEWER_VEHPP,H_NO_VEH,H_SIZE_1,H_SIZE_2,H_SIZE_3,H_SIZE_4PLUS,P_MODE_AUTO_OTHER,P_MODE_TRANSIT,P_MODE_WALK_BIKE,P_MODE_WFH,REGION
02,"Census Tract 15, Anchorage Municipality, Alaska",02020,02020001500,876,933,60,398,742,161,568,5624,72,199,159,1
02,"Census Tract 1.01, Anchorage Municipality, Alaska",02020,02020000101,1307,592,27,284,584,373,685,5065,62,34,134,1
02,"Census Tract 11, Anchorage Municipality, Alaska",02020,02020001100,110,191,93,244,132,9,9,486,36,87,13,1
02,"Census Tract 13, Anchorage Municipality, Alaska",02020,02020001300,691,484,30,267,458,216,264,2864,40,132,93,1
02,"Census Tract 16.02, Anchorage Municipality, Alaska",02020,02020001602,643,837,65,325,572,273,375,3914,110,168,74,1
02,"Census Tract 23.01, Anchorage Municipality, Alaska",02020,02020002301,1508,1024,0,386,769,461,916,7382,6,0,170,1
02,"Census Tract 23.03, Anchorage Municipality, Alaska",02020,02020002303,1356,1951,152,559,1232,832,836,10204,256,234,187,1
02,"Census Tract 28.12, Anchorage Municipality, Alaska",02020,02020002812,1609,1063,51,472,868,622,761,8347,58,90,255,1
02,"Census Tract 2.02, Anchorage Municipality, Alaska",02020,02020000202,1301,857,181,394,855,439,651,6813,88,23,127,1
02,"Census Tract 20, Anchorage Municipality, Alaska",02020,02020002000,601,725,150,445,582,217,232,3249,28,151,11,1
02,"Census Tract 21, Anchorage Municipality, Alaska",02020,02020002100,739,749,124,702,546,206,158,3170,0,102,104,1
02,"Census Tract 23.02, Anchorage Municipality, Alaska",02020,02020002302,943,828,52,554,534,254,481,5052,78,8,67,1
02,"Census Tract 17.01, Anchorage Municipality, Alaska",02020,02020001701,1175,1260,60,664,1097,333,401,6532,198,80,122,1
02,"Census Tract 26.01, Anchorage Municipality, Alaska",02020,02020002601,691,860,152,378,561,332,432,5402,62,243,93,1
02,"Census Tract 27.11, Anchorage Municipality, Alaska",02020,02020002711,1351,981,68,608,832,410,550,7122,0,90,96,1
02,"Census Tract 26.02, Anchorage Municipality, Alaska",02020,02020002602,839,1124,65,351,650,437,590,6939,0,43,145,1
02,"Census Tract 2.01, Anchorage Municipality, Alaska",02020,02020000201,578,982,61,326,514,224,557,4669,0,82,105,1
02,"Census Tract 3, Anchorage Municipality, Alaska",02020,02020000300,826,1104,168,258,656,259,925,8087,18,574,50,1
02,"Census Tract 4, Anchorage Municipality, Alaska",02020,02020000400,393,961,87,318,431,251,441,5455,8,177,59,1
02,"Census Tract 5, Anchorage Municipality, Alaska",02020,02020000500,322,479,206,485,298,134,90,1939,134,74,29,1
02,"Census Tract 17.32, Anchorage Municipality, Alaska",02020,02020001732,1261,829,77,339,823,422,583,6946,330,28,110,1
02,"Census Tract 25.01, Anchorage Municipality, Alaska",02020,02020002501,1009,853,65,617,506,240,564,5950,0,80,90,1
02,"Census Tract 26.03, Anchorage Municipality, Alaska",02020,02020002603,1003,1057,25,526,566,500,493,6635,38,76,119,1
02,"Census Tract 27.02, Anchorage Municipality, Alaska",02020,02020002702,1702,1664,32,806,1120,511,961,9790,144,12,371,1
02,"Census Tract 8.01, Anchorage Municipality, Alaska",02020,02020000801,850,1203,323,801,613,241,721,6415,216,221,135,1
02,"Census Tract 8.02, Anchorage Municipality, Alaska",02020,02020000802,841,963,67,532,591,406,342,4924,0,43,101,1
02,"Census Tract 9.01, Anchorage Municipality, Alaska",02020,02020000901,546,697,264,434,442,235,396,3443,118,121,70,1
02,"Census Tract 19, Anchorage Municipality, Alaska",02020,02020001900,425,857,177,494,572,231,162,3996,72,126,68,1
02,"Census Tract 6, Anchorage Municipality, Alaska",02020,02020000600,565,1267,368,497,631,296,776,4445,244,96,192,1
02,"Census Tract 7.02, Anchorage Municipality, Alaska",02020,02020000702,792,904,152,342,764,276,466,5586,32,13,197,1
02,"Census Tract 9.02, Anchorage Municipality, Alaska",02020,02020000902,512,636,269,624,369,288,136,2476,42,30,57,1
02,"Census Tract 10, Anchorage Municipality, Alaska",02020,02020001000,191,1079,467,1003,399,155,180,3017,412,89,32,1
02,"Census Tract 12, Anchorage Municipality, Alaska",02020,02020001200,817,917,185,748,806,173,192,3795,48,360,111,1
02,"Census Tract 16.01, Anchorage Municipality, Alaska",02020,02020001601,570,851,29,378,551,283,238,4778,38,146,151,1
02,"Census Tract 1, Denali Borough, Alaska",02068,02068000100,424,168,21,238,217,87,71,1403,20,764,140,1
02,"Census Tract 2, Valdez-Cordova Census Area, Alaska",02261,02261000200,351,447,21,133,331,172,183,3007,18,291,90,1
02,"Census Tract 2, Petersburg Borough, Alaska",02195,02195000200,523,477,187,337,427,121,302,2568,24,341,84,1
02,"Census Tract 1, Kusilvak Census Area, Alaska",02158,02158000100,41,166,1517,219,216,205,1084,1442,4,938,40,1
02,"Census Tract 1, Bethel Census Area, Alaska",02050,02050000100,119,224,1815,294,288,251,1325,1575,10,1109,86,1
02,"Census Tract 3, Bethel Census Area, Alaska",02050,02050000300,38,106,253,54,118,77,148,430,42,150,29,1
02,"Census Tract 2, Bethel Census Area, Alaska",02050,02050000200,389,1106,439,438,451,434,611,4714,16,625,127,1
02,"Census Tract 2, North Slope Borough, Alaska",02185,02185000200,72,142,409,93,102,87,341,806,12,374,25,1
02,"Census Tract 1, North Slope Borough, Alaska",02185,02185000100,294,708,354,235,365,224,532,3334,0,207,78,1
02,"Census Tract 3, North Slope Borough, Alaska",02185,02185000300,0,0,0,0,0,0,0,1006,216,2250,8,1
02,"Census Tract 1, Sitka City and Borough, Alaska",02220,02220000100,469,808,134,363,607,204,237,3480,42,216,100,1
02,"Census Tract 2, Sitka City and Borough, Alaska",02220,02220000200,733,1068,335,767,681,315,373,3937,66,640,111,1
02,"Census Tract 3, Fairbanks North Star Borough, Alaska",02090,02090000300,532,804,197,326,568,239,400,3842,58,116,29,1
02,"Census Tract 15, Fairbanks North Star Borough, Alaska",02090,02090001500,2313,1333,88,733,1277,610,1114,11295,0,94,50,1
02,"Census Tract 16, Fairbanks North Star Borough, Alaska",02090,02090001600,961,766,45,404,681,221,466,5021,0,29,41,1
02,"Census Tract 1, Fairbanks North Star Borough, Alaska",02090,02090000100,256,169,300,534,112,34,45,804,14,82,15,1
02,"Census Tract 5, Fairbanks North Star Borough, Alaska",02090,02090000500,527,363,238,400,341,132,255,2103,110,96,39,1
02,"Census Tract 8, Fairbanks North Star Borough, Alaska",02090,02090000800,1169,928,27,795,518,308,503,4966,142,108,53,1
02,"Census Tract 13, Fairbanks North Star Borough, Alaska",02090,02090001300,1075,879,115,411,738,449,471,5990,102,258,169,1
02,"Census Tract 4, Fairbanks North Star Borough, Alaska",02090,02090000400,667,843,33,409,695,162,277,4288,16,218,34,1
02,"Census Tract 12, Fairbanks North Star Borough, Alaska",02090,02090001200,1633,1273,132,550,1314,423,751,7846,0,15,294,1
02,"Census Tract 2, Fairbanks North Star Borough, Alaska",02090,02090000200,649,520,107,460,377,183,256,2642,38,61,66,1
02,"Census Tract 6, Fairbanks North Star Borough, Alaska",02090,02090000600,690,1075,91,449,846,328,233,5005,34,37,24,1
02,"Census Tract 9, Fairbanks North Star Borough, Alaska",02090,02090000900,1316,1060,35,715,778,419,499,6457,0,143,37,1
02,"Census Tract 14, Fairbanks North Star Borough, Alaska",02090,02090001400,1336,1037,234,556,883,427,741,7195,86,49,214,1
02,"Census Tract 7, Fairbanks North Star Borough, Alaska",02090,02090000700,706,706,181,383,646,259,305,4486,86,57,81,1
02,"Census Tract 10, Fairbanks North Star Borough, Alaska",02090,02090001000,282,138,30,155,116,76,103,986,0,42,14,1
02,"Census Tract 18, Fairbanks North Star Borough, Alaska",02090,02090001800,377,662,7,192,308,154,392,3816,0,87,81,1
02,"Census Tract 19, Fairbanks North Star Borough, Alaska",02090,02090001900,2742,1728,70,1520,1297,1016,707,11592,116,68,312,1
02,"Census Tract 11, Fairbanks North Star Borough, Alaska",02090,02090001100,904,1358,43,34,618,557,1096,10378,112,591,284,1
02,"Census Tract 17, Fairbanks North Star Borough, Alaska",02090,02090001700,305,128,5,95,186,62,95,921,0,87,26,1
02,"Census Tract 1, Ketchikan Gateway Borough, Alaska",02130,02130000100,861,502,64,334,572,174,347,3580,134,28,96,1
02,"Census Tract 4, Ketchikan Gateway Borough, Alaska",02130,02130000400,448,378,22,136,330,175,207,2469,38,32,45,1
02,"Census Tract 2, Ketchikan Gateway Borough, Alaska",02130,02130000200,607,984,319,555,703,289,363,4588,298,232,18,1
02,"Census Tract 3, Ketchikan Gateway Borough, Alaska",02130,02130000300,365,574,273,466,359,160,227,2620,76,258,32,1
02,"Census Tract 3, Matanuska-Susitna Borough, Alaska",02170,02170000300,1573,452,10,360,760,272,643,6023,38,43,116,1
02,"Census Tract 3, Prince of Wales-Hyder Census Area, Alaska",02198,02198000300,14,0,0,14,0,0,0,0,0,14,0,1
02,"Census Tract 1, Skagway Municipality, Alaska",02230,02230000100,168,171,36,117,154,47,57,629,10,388,27,1
02,"Census Tract 3, Wrangell City and Borough, Alaska",02275,02275000300,614,279,134,325,427,131,144,1559,6,131,115,1
02,"Census Tract 28.21, Anchorage Municipality, Alaska",02020,02020002821,896,669,18,241,549,356,437,4543,0,13,125,1
02,"Census Tract 28.23, Anchorage Municipality, Alaska",02020,02020002823,1264,621,40,373,693,354,505,4881,0,20,220,1
02,"Census Tract 17.02, Anchorage Municipality, Alaska",02020,02020001702,1007,754,109,490,737,298,345,4629,0,128,138,1
02,"Census Tract 17.31, Anchorage Municipality, Alaska",02020,02020001731,1289,792,80,584,627,410,540,6136,32,29,7,1
02,"Census Tract 18.01, Anchorage Municipality, Alaska",02020,02020001801,794,1225,56,653,809,335,278,5771,0,86,40,1
02,"Census Tract 22.02, Anchorage Municipality, Alaska",02020,02020002202,494,780,80,521,468,236,129,3262,64,181,48,1
02,"Census Tract 28.11, Anchorage Municipality, Alaska",02020,02020002811,853,1541,167,946,661,343,611,6188,34,55,96,1
02,"Census Tract 28.13, Anchorage Municipality, Alaska",02020,02020002813,1184,472,19,176,809,314,376,4409,0,36,152,1
02,"Census Tract 1.02, Anchorage Municipality, Alaska",02020,02020000102,1177,635,3,396,694,342,383,5140,4,54,212,1
02,"Census Tract 2.03, Anchorage Municipality, Alaska",02020,02020000203,2292,1366,36,688,909,675,1422,10667,52,28,226,1
02,"Census Tract 14, Anchorage Municipality, Alaska",02020,02020001400,603,1492,376,1313,672,374,112,4652,352,520,103,1
02,"Census Tract 18.02, Anchorage Municipality, Alaska",02020,02020001802,530,1124,181,688,463,247,437,4530,50,233,125,1
02,"Census Tract 25.02, Anchorage Municipality, Alaska",02020,02020002502,982,1316,55,978,639,418,318,5971,28,255,73,1
02,"Census Tract 27.12, Anchorage Municipality, Alaska",02020,02020002712,1321,1785,161,665,1163,561,878,9883,116,172,55,1
02,"Census Tract 22.01, Anchorage Municipality, Alaska",02020,02020002201,807,979,73,485,659,272,443,5281,18,50,41,1
02,"Census Tract 29, Anchorage Municipality, Alaska",02020,02020002900,393,582,9,411,288,151,134,2172,2,198,65,1
02,"Census Tract 2.04, Anchorage Municipality, Alaska",02020,02020000204,774,341,35,184,423,270,273,3084,44,40,119,1
02,"Census Tract 24, Anchorage Municipality, Alaska",02020,02020002400,463,671,132,519,396,118,233,2991,20,72,104,1
02,"Census Tract 7.03, Anchorage Municipality, Alaska",02020,02020000703,509,1025,321,541,364,528,422,5003,570,2,22,1
02,"Census Tract 7.01, Anchorage Municipality, Alaska",02020,02020000701,534,1646,150,427,919,497,487,7947,268,15,32,1
02,"Census Tract 28.22, Anchorage Municipality, Alaska",02020,02020002822,870,557,0,222,593,246,366,3774,0,68,149,1
02,"Census Tract 1, Aleutians East Borough, Alaska",02013,02013000100,316,384,190,245,326,156,163,1947,12,1110,215,1
02,"Census Tract 2, Hoonah-Angoon Census Area, Alaska",02105,02105000200,20,9,3,15,11,2,4,31,0,5,2,1
02,"Census Tract 3, Hoonah-Angoon Census Area, Alaska",02105,02105000300,317,206,236,249,301,104,105,865,50,420,64,1
02,"Census Tract 1, Prince of Wales-Hyder Census Area, Alaska",02198,02198000100,517,327,104,335,353,98,162,1236,54,244,47,1
02,"Census Tract 2, Prince of Wales-Hyder Census Area, Alaska",02198,02198000200,466,366,90,283,335,114,190,1768,14,265,41,1
02,"Census Tract 3, Valdez-Cordova Census Area, Alaska",02261,02261000300,797,800,118,690,552,184,289,4070,0,335,121,1
02,"Census Tract 1, Valdez-Cordova Census Area, Alaska",02261,02261000100,373,199,71,198,210,63,172,1045,44,143,71,1
02,"Census Tract 2, Kenai Peninsula Borough, Alaska",02122,02122000200,1426,364,75,484,707,224,450,3444,8,21,101,1
02,"Census Tract 8, Kenai Peninsula Borough, Alaska",02122,02122000800,1179,276,39,448,589,176,281,2045,10,94,125,1
02,"Census Tract 6, Kenai Peninsula Borough, Alaska",02122,02122000600,1651,1228,264,1235,886,398,624,6104,28,124,219,1
02,"Census Tract 11, Kenai Peninsula Borough, Alaska",02122,02122001100,756,316,28,293,450,141,216,2221,6,54,118,1
02,"Census Tract 1, Kenai Peninsula Borough, Alaska",02122,02122000100,34,45,31,37,28,13,32,260,0,137,9,1
02,"Census Tract 3, Kenai Peninsula Borough, Alaska",02122,02122000300,166,201,5,72,146,66,88,749,0,63,143,1
02,"Census Tract 13, Kenai Peninsula Borough, Alaska",02122,02122001300,585,693,107,471,477,174,263,3103,0,302,89,1
02,"Census Tract 7, Kenai Peninsula Borough, Alaska",02122,02122000700,2467,1164,213,1124,1333,551,836,8568,0,161,223,1
02,"Census Tract 4, Kenai Peninsula Borough, Alaska",02122,02122000400,1885,494,123,730,931,341,500,4501,20,31,254,1
02,"Census Tract 5, Kenai Peninsula Borough, Alaska",02122,02122000500,1416,1094,195,790,872,491,552,6339,36,190,175,1
02,"Census Tract 9, Kenai Peninsula Borough, Alaska",02122,02122000900,582,313,13,149,454,132,173,2200,0,38,137,1
02,"Census Tract 10, Kenai Peninsula Borough, Alaska",02122,02122001000,934,726,174,667,664,256,247,3554,38,201,204,1
02,"Census Tract 12, Kenai Peninsula Borough, Alaska",02122,02122001200,158,114,96,98,171,49,50,366,0,91,59,1
38,"Census Tract 9.01, Cass County, North Dakota",38017,38017000901,1104,881,67,686,576,509,281,4536,26,33,90,1
38,"Census Tract 401, Cass County, North Dakota",38017,38017040100,666,156,16,195,371,103,169,1882,0,91,105,1
38,"Census Tract 405, Cass County, North Dakota",38017,38017040500,6539,11728,521,4018,7411,3373,3986,58309,2,289,1222,1
38,"Census Tract 406, Cass County, North Dakota",38017,38017040600,770,407,2,218,478,155,328,3204,12,51,142,1
38,"Census Tract 404, Cass County, North Dakota",38017,38017040400,949,616,31,155,670,257,514,5139,4,19,155,1
38,"Census Tract 9729, McIntosh County, North Dakota",38051,38051972900,778,450,63,461,601,77,152,2389,4,117,119,1
38,"Census Tract 9711, Richland County, North Dakota",38077,38077971100,363,173,6,148,255,45,94,1184,0,31,43,1
38,"Census Tract 9710, Richland County, North Dakota",38077,38077971000,808,862,143,537,766,270,240,4014,0,111,33,1
38,"Census Tract 9707, Richland County, North Dakota",38077,38077970700,644,207,9,137,419,98,206,2045,0,33,113,1
38,"Census Tract 9708, Richland County, North Dakota",38077,38077970800,625,242,2,203,357,86,223,2253,0,34,117,1
38,"Census Tract 9709, Richland County, North Dakota",38077,38077970900,661,724,112,502,593,120,282,3886,0,34,92,1
38,"Census Tract 9517, Rolette County, North Dakota",38079,38079951700,901,380,141,318,406,301,397,3181,0,47,107,1
38,"Census Tract 9519, Rolette County, North Dakota",38079,38079951900,474,137,46,125,209,112,211,1221,6,20,51,1
38,"Census Tract 9516, Rolette County, North Dakota",38079,38079951600,330,200,56,224,164,85,113,1118,0,17,36,1
38,"Census Tract 9580, Walsh County, North Dakota",38099,38099958000,583,439,120,432,404,64,242,2540,0,36,30,1
38,"Census Tract 9581, Walsh County, North Dakota",38099,38099958100,697,276,26,292,428,120,159,2142,2,21,69,1
38,"Census Tract 9579, Walsh County, North Dakota",38099,38099957900,326,278,60,268,269,45,82,1392,0,47,0,1
38,"Census Tract 9578, Walsh County, North Dakota",38099,38099957800,463,194,26,128,290,126,139,1521,4,34,40,1
38,"Census Tract 9583, Walsh County, North Dakota",38099,38099958300,399,142,21,178,264,75,45,1118,8,22,51,1
38,"Census Tract 9582, Walsh County, North Dakota",38099,38099958200,501,207,22,274,281,49,126,1534,0,33,26,1
38,"Census Tract 9656, Adams County, North Dakota",38001,38001965600,742,267,26,380,370,84,201,1991,0,107,135,1
38,"Census Tract 9524, Bottineau County, North Dakota",38009,38009952400,923,226,21,358,538,65,209,2089,2,100,117,1
38,"Census Tract 9525, Bottineau County, North Dakota",38009,38009952500,592,193,13,235,339,96,128,1512,0,66,68,1
38,"Census Tract 9523, Bottineau County, North Dakota",38009,38009952300,699,287,38,393,346,111,174,1947,0,80,26,1
38,"Census Tract 9680, Barnes County, North Dakota",38003,38003968000,841,237,52,334,463,122,211,2290,16,55,95,1
38,"Census Tract 9679, Barnes County, North Dakota",38003,38003967900,596,125,7,135,358,69,166,1593,4,50,58,1
38,"Census Tract 9682, Barnes County, North Dakota",38003,38003968200,550,656,133,556,510,105,168,3097,36,153,8,1
38,"Census Tract 9683, Barnes County, North Dakota",38003,38003968300,1011,782,84,792,602,224,259,3854,0,75,38,1
38,"Census Tract 104, Grand Forks County, North Dakota",38035,38035010400,1027,1512,181,944,930,422,424,5865,152,186,114,1
38,"Census Tract 118, Grand Forks County, North Dakota",38035,38035011800,466,141,8,202,230,65,118,1113,0,19,58,1
38,"Census Tract 102, Grand Forks County, North Dakota",38035,38035010200,958,768,106,871,477,146,338,3999,22,168,110,1
38,"Census Tract 101, Grand Forks County, North Dakota",38035,38035010100,593,867,153,801,534,89,189,3340,44,188,42,1
38,"Census Tract 112, Grand Forks County, North Dakota",38035,38035011200,1838,2025,168,1650,1205,476,700,8870,156,77,142,1
38,"Census Tract 117, Grand Forks County, North Dakota",38035,38035011700,1502,1070,25,520,1169,350,558,7296,0,66,89,1
38,"Census Tract 103, Grand Forks County, North Dakota",38035,38035010300,505,437,140,290,424,163,205,3118,116,639,85,1
38,"Census Tract 106, Grand Forks County, North Dakota",38035,38035010600,292,631,176,517,273,217,92,2208,54,53,62,1
38,"Census Tract 110, Grand Forks County, North Dakota",38035,38035011000,568,470,8,311,360,171,204,2595,18,75,20,1
38,"Census Tract 111, Grand Forks County, North Dakota",38035,38035011100,1051,844,33,307,738,313,570,5432,0,4,41,1
38,"Census Tract 114, Grand Forks County, North Dakota",38035,38035011400,588,179,21,156,361,82,189,2056,8,16,57,1
38,"Census Tract 120, Grand Forks County, North Dakota",38035,38035012000,743,354,14,274,451,117,269,2605,0,13,96,1
38,"Census Tract 107, Grand Forks County, North Dakota",38035,38035010700,405,420,41,243,304,126,193,2175,20,55,28,1
38,"Census Tract 108.01, Grand Forks County, North Dakota",38035,38035010801,1042,1139,379,803,911,479,367,5646,12,120,32,1
38,"Census Tract 119, Grand Forks County, North Dakota",38035,38035011900,182,536,0,32,265,146,275,3457,20,37,26,1
38,"Census Tract 109, Grand Forks County, North Dakota",38035,38035010900,378,268,24,110,312,147,101,1826,12,9,39,1
38,"Census Tract 9401, McKenzie County, North Dakota",38053,38053940100,169,58,18,69,65,32,79,563,0,25,2,1
38,"Census Tract 9623, McKenzie County, North Dakota",38053,38053962300,866,229,2,254,480,59,304,3319,38,52,366,1
38,"Census Tract 9624, McKenzie County, North Dakota",38053,38053962400,1349,1082,76,751,968,406,382,7093,0,6,40,1
38,"Census Tract 9625, McKenzie County, North Dakota",38053,38053962500,346,100,7,92,175,63,123,1208,2,44,68,1
38,"Census Tract 9616, Mercer County, North Dakota",38057,38057961600,780,341,17,264,529,131,214,2690,0,30,45,1
38,"Census Tract 9617, Mercer County, North Dakota",38057,38057961700,968,351,23,368,547,100,327,3337,0,71,18,1
38,"Census Tract 9608, McLean County, North Dakota",38055,38055960800,1360,470,60,527,786,253,324,4062,0,54,161,1
38,"Census Tract 9561, Pierce County, North Dakota",38069,38069956100,461,195,7,244,272,34,113,1221,0,29,55,1
38,"Census Tract 9552, Mountrail County, North Dakota",38061,38061955200,1374,468,111,583,690,250,430,4702,38,117,182,1
38,"Census Tract 9403, Mountrail County, North Dakota",38061,38061940300,274,176,29,135,163,42,139,1521,16,46,49,1
38,"Census Tract 9703, Traill County, North Dakota",38097,38097970300,451,140,6,137,255,99,106,1378,0,39,54,1
38,"Census Tract 9704, Traill County, North Dakota",38097,38097970400,463,216,50,314,225,47,143,1548,0,36,32,1
38,"Census Tract 9702, Traill County, North Dakota",38097,38097970200,598,380,80,412,383,95,168,2367,22,89,49,1
38,"Census Tract 9701, Traill County, North Dakota",38097,38097970100,684,305,10,263,416,148,172,2375,6,50,55,1
38,"Census Tract 9538, Williams County, North Dakota",38105,38105953800,546,422,111,310,428,143,198,2282,30,26,20,1
38,"Census Tract 9534, Williams County, North Dakota",38105,38105953400,619,194,18,261,359,93,118,1598,42,54,23,1
38,"Census Tract 9535, Williams County, North Dakota",38105,38105953500,613,229,28,189,335,132,214,2199,2,15,27,1
38,"Census Tract 9536, Williams County, North Dakota",38105,38105953600,804,263,6,243,433,131,266,2813,0,6,89,1
38,"Census Tract 9537, Williams County, North Dakota",38105,38105953700,2415,3579,421,2033,1768,1145,1469,17424,22,113,159,1
38,"Census Tract 9541, Williams County, North Dakota",38105,38105954100,1104,1087,167,787,761,249,561,5870,0,173,159,1
38,"Census Tract 9539, Williams County, North Dakota",38105,38105953900,1040,643,11,558,492,211,433,4356,0,68,73,1
38,"Census Tract 9631, Billings County, North Dakota",38007,38007963100,311,67,5,99,179,33,72,713,14,38,39,1
38,"Census Tract 9733, Dickey County, North Dakota",38021,38021973300,433,53,22,153,204,55,96,901,0,33,105,1
38,"Census Tract 9734, Dickey County, North Dakota",38021,38021973400,320,196,32,195,242,16,95,1088,34,111,38,1
38,"Census Tract 9732, Dickey County, North Dakota",38021,38021973200,688,349,26,315,392,160,196,2402,0,51,76,1
38,"Census Tract 111.03, Burleigh County, North Dakota",38015,38015011103,604,677,134,483,465,174,293,3570,0,11,88,1
38,"Census Tract 111.04, Burleigh County, North Dakota",38015,38015011104,1365,942,0,192,983,323,809,6962,0,23,205,1
38,"Census Tract 111.05, Burleigh County, North Dakota",38015,38015011105,1204,977,25,343,865,333,665,7055,18,36,127,1
38,"Census Tract 2.01, Cass County, North Dakota",38017,38017000201,663,792,195,821,503,143,183,3407,80,43,23,1
38,"Census Tract 2.02, Cass County, North Dakota",38017,38017000202,558,824,176,543,528,185,302,3754,40,156,44,1
38,"Census Tract 5.01, Cass County, North Dakota",38017,38017000501,526,1039,133,863,519,160,156,3612,22,227,35,1
38,"Census Tract 5.02, Cass County, North Dakota",38017,38017000502,654,694,107,503,434,299,219,3730,42,176,28,1
38,"Census Tract 9509, Cavalier County, North Dakota",38019,38019950900,486,383,17,303,357,96,130,1769,0,54,52,1
38,"Census Tract 110, Ward County, North Dakota",38101,38101011000,579,179,17,264,287,80,144,1553,6,26,54,1
38,"Census Tract 101, Ward County, North Dakota",38101,38101010100,553,619,266,807,360,81,190,2921,20,67,29,1
38,"Census Tract 102, Ward County, North Dakota",38101,38101010200,878,1163,68,695,564,378,472,5853,2,118,182,1
38,"Census Tract 105, Ward County, North Dakota",38101,38101010500,1000,1181,38,702,722,302,493,6436,0,15,165,1
38,"Census Tract 107, Ward County, North Dakota",38101,38101010700,1679,1448,276,1224,1181,363,635,8302,86,144,141,1
38,"Census Tract 109, Ward County, North Dakota",38101,38101010900,547,883,64,137,506,330,521,5952,0,48,104,1
38,"Census Tract 106, Ward County, North Dakota",38101,38101010600,2100,2249,292,1922,1459,496,764,11080,94,84,133,1
38,"Census Tract 103.02, Ward County, North Dakota",38101,38101010302,1258,1112,31,775,921,268,437,6687,34,58,67,1
38,"Census Tract 112, Ward County, North Dakota",38101,38101011200,874,352,7,155,584,172,322,3559,22,1,73,1
38,"Census Tract 9502, Pembina County, North Dakota",38067,38067950200,560,239,13,279,297,127,109,1555,0,34,33,1
38,"Census Tract 9501, Pembina County, North Dakota",38067,38067950100,352,152,12,168,198,53,97,1124,6,45,40,1
38,"Census Tract 9503, Pembina County, North Dakota",38067,38067950300,336,176,64,241,194,41,100,947,0,28,32,1
38,"Census Tract 9504, Pembina County, North Dakota",38067,38067950400,446,136,14,162,314,57,63,1284,0,41,36,1
38,"Census Tract 9687, Steele County, North Dakota",38091,38091968700,636,133,8,258,339,54,126,1499,4,53,131,1
38,"Census Tract 9566, Benson County, North Dakota",38005,38005956600,344,87,14,121,219,45,60,771,0,52,27,1
38,"Census Tract 9565, Benson County, North Dakota",38005,38005956500,379,108,26,166,223,51,73,986,0,39,67,1
38,"Census Tract 9401, Benson County, North Dakota",38005,38005940100,393,192,85,130,140,92,308,1258,8,27,27,1
38,"Census Tract 9402, Benson County, North Dakota",38005,38005940200,344,215,61,122,215,77,206,1199,10,31,26,1
38,"Census Tract 9.03, Cass County, North Dakota",38017,38017000903,783,1275,115,1358,401,303,111,4522,0,11,0,1
38,"Census Tract 9562, Pierce County, North Dakota",38069,38069956200,920,248,77,419,496,171,159,2362,0,53,38,1
38,"Census Tract 9689, Ransom County, North Dakota",38073,38073968900,468,266,21,291,217,127,120,1534,0,46,74,1
38,"Census Tract 9691, Ransom County, North Dakota",38073,38073969100,608,281,85,366,379,84,145,2008,0,72,15,1
38,"Census Tract 9690, Ransom County, North Dakota",38073,38073969000,556,73,13,155,288,73,126,1747,0,17,60,1
38,"Census Tract 9529, Renville County, North Dakota",38075,38075952900,677,254,19,262,419,135,134,2196,12,32,102,1
38,"Census Tract 9653, Bowman County, North Dakota",38011,38011965300,446,144,0,177,234,94,85,1128,0,55,83,1
38,"Census Tract 9652, Bowman County, North Dakota",38011,38011965200,434,273,53,223,299,61,177,1641,12,81,6,1
38,"Census Tract 106, Burleigh County, North Dakota",38015,38015010600,936,843,181,761,792,183,224,4444,4,34,52,1
38,"Census Tract 107, Burleigh County, North Dakota",38015,38015010700,1010,711,42,489,678,331,265,4739,0,29,48,1
38,"Census Tract 112, Burleigh County, North Dakota",38015,38015011200,1616,1125,99,751,1113,312,664,8129,28,87,202,1
38,"Census Tract 102, Burleigh County, North Dakota",38015,38015010200,1019,1064,129,983,714,244,271,4735,50,41,55,1
38,"Census Tract 114, Burleigh County, North Dakota",38015,38015011400,647,276,3,137,371,175,243,2639,4,33,85,1
38,"Census Tract 103, Burleigh County, North Dakota",38015,38015010300,1296,1239,186,969,901,405,446,6706,0,21,4,1
38,"Census Tract 109, Burleigh County, North Dakota",38015,38015010900,1095,790,56,756,717,268,200,4191,14,0,42,1
38,"Census Tract 113, Burleigh County, North Dakota",38015,38015011300,1485,953,19,337,792,460,868,8077,4,51,69,1
38,"Census Tract 108, Burleigh County, North Dakota",38015,38015010800,738,890,150,684,579,209,306,3952,0,92,42,1
38,"Census Tract 9648, Hettinger County, North Dakota",38041,38041964800,399,147,11,182,218,57,100,1036,0,27,65,1
38,"Census Tract 9647, Hettinger County, North Dakota",38041,38041964700,388,126,2,176,213,38,89,850,0,91,26,1
38,"Census Tract 9722, LaMoure County, North Dakota",38045,38045972200,848,255,70,333,502,83,255,1958,0,114,201,1
38,"Census Tract 9721, LaMoure County, North Dakota",38045,38045972100,495,144,10,210,309,35,95,1248,0,89,56,1
38,"Census Tract 204, Morton County, North Dakota",38059,38059020400,1087,285,5,332,558,193,294,2964,0,57,213,1
38,"Census Tract 9673, Stutsman County, North Dakota",38093,38093967300,493,324,41,283,342,93,140,2287,0,0,34,1
